fores,1.40842008591
fores,1.58118700981
fores,1.69014716148
fores,1.44984102249
fores,1.40002512932
fores,1.57658195496
fores,1.69629788399
fores,1.45648479462
fores,1.4899520874
fores,1.47995495796
fores,1.49066400528
fores,1.46006798744
fores,1.53975987434
fores,1.65263009071
fores,1.38967585564
fores,1.40703892708
fores,1.58203196526
fores,1.69077897072
fores,519.123697042
fores,509.344021082
fores,473.662545204
fores,496.851133108
fores,496.81437397
fores,535.60788703
fores,547.955201864
fores,502.419622898
fores,529.395834208
fores,508.895308018
